t_ms,magnitude,coherence,score,fraction,peak_2s,gesture
1787845791751,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845791835,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845791915,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792001,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792085,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792169,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792251,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792335,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792417,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792500,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792584,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792668,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792751,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792841,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845792917,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793003,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793084,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793168,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793251,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793298,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793376,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793459,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793542,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793627,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793710,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793794,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793877,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845793960,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794043,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794127,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794210,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794294,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794376,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794459,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794543,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794627,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794710,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794794,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794876,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845794960,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795043,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795125,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795209,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795292,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795376,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795462,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795516,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795583,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795750,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795804,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795876,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845795961,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796042,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796128,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796168,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796251,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796336,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796419,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796500,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796585,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796670,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796750,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796835,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845796918,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797002,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797084,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797167,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797250,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797330,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797412,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797497,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797585,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797668,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797752,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797834,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845797918,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798000,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798084,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798125,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798209,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798292,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798376,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798417,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798501,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798585,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798668,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798751,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798835,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845798917,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799002,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799084,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799134,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799209,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799291,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799375,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799459,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799542,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799625,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799708,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799792,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799875,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845799959,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800041,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800125,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800209,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800291,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800375,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800460,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800514,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800584,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800748,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800834,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800917,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845800999,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801084,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801167,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801252,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801333,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801417,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801502,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801668,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801756,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801835,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845801916,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802001,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802084,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802251,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802333,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802416,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802499,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802584,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802667,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802750,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802835,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845802917,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803000,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803083,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803250,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803333,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803417,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803504,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803583,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803667,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803751,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803833,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803916,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845803999,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804083,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804167,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804250,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804333,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804418,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804501,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804584,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804750,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804833,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845804917,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805000,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805084,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805167,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805250,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805335,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805425,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805520,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805665,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805750,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805833,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805916,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845805999,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806083,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806250,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806332,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806417,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806499,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806581,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806751,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806833,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845806917,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807000,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807040,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807125,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807208,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807292,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807374,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807458,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807542,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807625,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807708,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807791,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807875,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845807958,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808047,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808126,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808208,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808292,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808375,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808458,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808542,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808625,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808709,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808792,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808875,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845808958,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809041,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809093,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809249,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809334,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809415,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809500,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809667,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809751,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809832,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809916,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845809999,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810083,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810248,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810332,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810414,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810516,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810749,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810832,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810916,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845810999,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811083,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811249,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811334,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811416,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811499,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811583,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811716,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811792,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811875,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845811958,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812042,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812125,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812208,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812291,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812374,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812458,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812542,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812624,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812706,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812790,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812874,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845812958,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813041,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813123,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813207,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813291,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813374,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813457,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813540,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813623,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813706,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813791,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813875,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845813958,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814041,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814122,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814207,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814291,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814373,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814457,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814540,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814623,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814708,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814795,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814874,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845814957,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815040,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815123,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815206,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815290,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815374,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815457,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815515,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815664,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815751,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815832,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815915,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845815998,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816083,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816249,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816334,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816415,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816498,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816748,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816833,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816914,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845816997,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817082,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817165,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817247,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817331,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817415,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817499,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817581,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817666,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817748,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817832,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845817915,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818007,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818083,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818165,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818252,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818332,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818416,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818499,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818580,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818664,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818749,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818831,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818914,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845818997,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819082,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819165,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819248,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819332,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819413,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819502,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819664,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819748,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819829,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819914,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845819998,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820082,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820165,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820248,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820332,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820414,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820461,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820514,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820581,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820629,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820709,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820790,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820874,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845820956,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821040,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821123,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821206,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821289,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821372,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821455,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821539,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821623,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821704,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821790,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821873,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845821955,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822040,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822123,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822206,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822290,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822372,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822455,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822538,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822623,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822706,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822789,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822873,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845822956,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823039,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823123,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823205,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823290,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823371,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823455,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823538,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823622,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823707,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823789,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823872,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845823955,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824040,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824121,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824168,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824253,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824329,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824459,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824540,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824625,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824706,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824789,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824874,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845824957,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825040,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825123,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825206,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825289,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825372,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825456,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825519,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825580,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825664,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825747,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825831,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825914,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845825998,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826080,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826163,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826246,0.0000,0.0000,0.0000,0.0000,0.0000,default
